Entry,Coiled_coil,Compositional_bias,Domain_CC,Domain_FT,Motif,Region,Repeat,Zinc_finger
Q06411,,,,DOMAIN 61..108; /note="G-patch"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00092",,,,
Q06440,COILED 618..650; /evidence="ECO:0000255",COMPBIAS 425..452; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 455..473; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 488..512; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 520..570; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 571..598; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 408..609; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",REPEAT 79..110; /note="WD 1"; REPEAT 138..169; /note="WD 2"; REPEAT 180..210; /note="WD 3"; REPEAT 226..257; /note="WD 4",
Q06449,,COMPBIAS 126..153; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 154..168; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 169..189; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",DOMAIN: The PY motif is recognized directly by the WW domains of RSP5.,DOMAIN 54..113; /note="SH3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00192",MOTIF 124..127; /note="PY motif",REGION 114..189; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06488,,COMPBIAS 176..195; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 234..258; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 831..848; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 35..103; /note="Bromo 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00035"; DOMAIN 295..365; /note="Bromo 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00035"; DOMAIN 408..526; /note="BAH"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00370",,REGION 151..268; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 601..624; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 831..865; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06489,,,,,,,,
Q06493,COILED 376..423; /evidence="ECO:0000255",,,DOMAIN 177..371; /note="Letm1 RBD"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01094",,REGION 51..73; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 420..454; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06504,,,,DOMAIN 2..172; /note="N-acetyltransferase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00532",,,,
Q06505,,COMPBIAS 17..48; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 49..132; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 318..336; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 219..296; /note="TFIIS N-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00649",,REGION 1..132; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 318..346; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06506,COILED 32..106; /evidence="ECO:0000255",COMPBIAS 1..23; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 29..55; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",DOMAIN: The WD domains are required for nucleolar localization and U3 small nucleolar RNAs binding. {ECO:0000250}.,,,REGION 1..63; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",REPEAT 234..273; /note="WD 1"; REPEAT 278..317; /note="WD 2"; REPEAT 320..359; /note="WD 3"; REPEAT 397..435; /note="WD 4"; REPEAT 471..509; /note="WD 5"; REPEAT 516..562; /note="WD 6",
Q06508,,,,,MOTIF 101..106; /note="HXXXXD motif",,,
Q06510,,,DOMAIN: The HXXXXD motif is essential for acyltransferase activity. {ECO:0000250|UniProtKB:Q3TFD2}.,,MOTIF 77..82; /note="HXXXXD motif"; /evidence="ECO:0000250|UniProtKB:Q3TFD2",REGION 215..232; /note="Required for membrane insertion"; /evidence="ECO:0000269|PubMed:24078306",,
Q06512,,,,,,,,
Q06522,,,,,MOTIF 107..111; /note="GXSXG"; /evidence="ECO:0000255",,,
Q06541,,,,,,,,
Q06549,,,,DOMAIN 9..139; /note="CMP/dCMP-type deaminase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01083",,,,
Q06551,,,DOMAIN: The DHHC domain is required for palmitoyltransferase activity.,DOMAIN 173..223; /note="DHHC"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00067",,REGION 1..21; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06554,,COMPBIAS 1297..1312; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 378..583; /note="Helicase ATP-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00541"; DOMAIN 1363..1531; /note="Helicase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00542",,REGION 145..170; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 810..850; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1297..1319; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1508..1534; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,ZN_FING 1239..1277; /note="RING-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00175"
Q06580,,,,DOMAIN 15..50; /note="EF-hand 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 92..127; /note="EF-hand 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00448",,,,
Q06592,,,,DOMAIN 9..156; /note="N-acetyltransferase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00532",,,,
Q06593,,,,,,,,
Q06596,,COMPBIAS 1..15; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 22..72; /note="bZIP"; /evidence="ECO:0000305|PubMed:9372930",,REGION 1..29; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 22..45; /note="Basic motif"; /evidence="ECO:0000305|PubMed:9372930"; REGION 44..72; /note="Leucine-zipper"; /evidence="ECO:0000305|PubMed:9372930",,
Q06598,,,,,,,,
Q06604,,COMPBIAS 193..210; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 246..300; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 545..560; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 562..576; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 24..50; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 132..160; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 173..316; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 408..470; /note="Interaction with F-actin"; /evidence="ECO:0000269|PubMed:38088874"; REGION 541..576; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 547..576; /note="Interaction with the F-actin capping complex"; /evidence="ECO:0000269|PubMed:38088874",,
Q06623,COILED 482..632; /evidence="ECO:0000255",COMPBIAS 641..655; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 635..655; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06625,,,,,,"REGION 1..?; /note=""4-alpha-glucanotransferase""; REGION ?..1536; /note=""Amylo-1,6-glucosidase""",,
Q06628,,COMPBIAS 377..438; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 532..592; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 692..710; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",DOMAIN: The extended 70 Angstroms-longloop of ATG13 specifically binds the highly conserved innergroove formed by the armadillo repeats of VAC8. {ECO:0000269|PubMed:31512555}.,,,REGION 279..359; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 377..462; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 432..520; /note="Interaction with ATG1"; REGION 521..599; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 690..719; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06629,COILED 468..637; /evidence="ECO:0000255",,,,,REGION 185..211; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06630,,,,,,,,
Q06631,COILED 86..161; /evidence="ECO:0000255",COMPBIAS 27..41; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 49..77; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 94..138; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 27..148; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06639,,,,,,,,
Q06648,,COMPBIAS 155..170; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 338..361; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 134..147; /note="CRIB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00057",,REGION 63..106; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 155..189; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 319..361; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06651,,,DOMAIN: The FYVE domain mediates phosphatidylinositol 3-phosphate binding and is necessary and sufficient for targeting to endosome and vacuole membranes.,,,,,ZN_FING 17..88; /note="FYVE-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00091"; ZN_FING 225..283; /note="RING-type; atypical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00175"
Q06671,COILED 144..213; /evidence="ECO:0000255"; COILED 272..302; /evidence="ECO:0000255",COMPBIAS 406..426; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 381..453; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06675,COILED 1..43; /evidence="ECO:0000255",,,,,,,
Q06676,,,,,,,,
Q06677,,COMPBIAS 12..38; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 73..95; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 304..321; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 525..554; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",DOMAIN: The TPR repeats and the J domain are required for interaction with Hsp70-type chaperones. The J domain is responsible for stimulating the ATPase activity of the chaperone. {ECO:0000269|PubMed:16687570}.,DOMAIN 140..180; /note="UBA"; DOMAIN 603..668; /note="J",,REGION 1..100; /note="CB1"; REGION 1..95; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 238..302; /note="CB2"; REGION 302..323; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 303..362; /note="CB3"; REGION 339..359; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 511..556; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",REPEAT 374..407; /note="TPR 1"; REPEAT 412..445; /note="TPR 2"; REPEAT 467..500; /note="TPR 3",
Q06679,,,,,,,REPEAT 35..40; /note="WD 1"; REPEAT 132..169; /note="WD 2"; REPEAT 178..214; /note="WD 3"; REPEAT 230..266; /note="WD 4"; REPEAT 271..308; /note="WD 5"; REPEAT 417..452; /note="WD 6",
Q06680,,COMPBIAS 500..519; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 520..535; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 918..934; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 973..987; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 500..536; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 909..934; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 959..995; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1012..1035; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",REPEAT 113..150; /note="HEAT 1"; REPEAT 153..191; /note="HEAT 2"; REPEAT 201..239; /note="HEAT 3"; REPEAT 597..635; /note="HEAT 4"; REPEAT 827..864; /note="HEAT 5",
Q06681,,COMPBIAS 1..43; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 44..59; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 77..97; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 363..400; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 401..415; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 782..804; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 805..843; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1225..1240; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",DOMAIN: The VASt domains bind sterols. {ECO:0000269|PubMed:26001273}.,DOMAIN 648..716; /note="GRAM"; /evidence="ECO:0000255"; DOMAIN 851..1018; /note="VASt 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01114"; DOMAIN 1059..1225; /note="VASt 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01114",,REGION 1..97; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 174..194; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 200..219; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 285..308; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 338..418; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 455..485; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 505..543; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 777..843; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1225..1257; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06685,,COMPBIAS 15..33; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 93..111; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 121..178; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1128..1146; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",DOMAIN: The N-terminal kinase domain produces inositol polyphosphates. The C-terminal acid phosphatase-like domain binds inositol polyphosphates and negatively regulates their accumulation. The C-terminal domain reduces the amount of inositol pyrophosphates in a dose-dependent manner in vitro. {ECO:0000250|UniProtKB:O74429}.,,,REGION 1..33; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 93..185; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 530..597; /note="Polyphosphoinositide-binding domain"; /evidence="ECO:0000250|UniProtKB:Q6PFW1"; REGION 1106..1146; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06696,,,DOMAIN: The second RanBP2-type zinc-finger is functional and binds ubiquitin. {ECO:0000269|PubMed:15029239}.,DOMAIN 7..96; /note="GLUE N-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00828"; DOMAIN 255..288; /note="GLUE C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00828",,,,ZN_FING 114..151; /note="RanBP2-type 1; degenerate"; ZN_FING 177..205; /note="RanBP2-type 2"
Q06697,,,,,,REGION 210..235; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06703,,,,DOMAIN 118..307; /note="NodB homology"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01014",,,,
Q06704,COILED 101..280; /evidence="ECO:0000255"; COILED 312..735; /evidence="ECO:0000255"; COILED 766..814; /evidence="ECO:0000255",COMPBIAS 820..850; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite","DOMAIN: The GRIP domain may serve as a Golgi targeting domain through its interaction with the ARL1 Golgi protein. {ECO:0000269|PubMed:10209120, ECO:0000269|PubMed:10209125}.",DOMAIN 861..909; /note="GRIP"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00250",,REGION 16..41; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 271..314; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 814..850; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06705,,,,DOMAIN 157..317; /note="CRAL-TRIO"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00056",,,,
Q06706,,COMPBIAS 1228..1242; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 919..1349; /note="Mediates dimerization"; /evidence="ECO:0000269|PubMed:26261306"; REGION 1214..1245; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1228..1246; /note="Required for binding to tRNA"; /evidence="ECO:0000269|PubMed:24750273",,
Q06708,,COMPBIAS 345..361; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 850..872; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",DOMAIN: The N-terminal domain mediates interaction with FAB1 and VAC7 while the C-terminal domain mediates interaction with FIG4. {ECO:0000269|PubMed:19037259}.,,,REGION 333..373; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 850..880; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",REPEAT 82..119; /note="HEAT 1"; REPEAT 243..280; /note="HEAT 2"; REPEAT 388..425; /note="HEAT 3"; REPEAT 429..466; /note="HEAT 4"; REPEAT 517..554; /note="HEAT 5",
Q06810,,COMPBIAS 140..160; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 167..193; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 299..316; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 345..360; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..28; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 130..193; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 266..345; /note="STE50-binding"; REGION 282..360; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06817,,,,,,,,
Q06833,,COMPBIAS 548..566; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 629..646; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 691..728; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 739..754; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 756..770; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite","DOMAIN: The SMP-LTD domain is a barrel-like domain that can bind various types of glycerophospholipids in its interior and mediate their transfer between two adjacent bilayers. {ECO:0000255|PROSITE-ProRule:PRU01194, ECO:0000269|PubMed:22250200}.",DOMAIN 114..266; /note="PH"; DOMAIN 304..504; /note="SMP-LTD"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01194",,REGION 541..566; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 578..600; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 615..770; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q06836,,COMPBIAS 17..37; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 117..140; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 348..363; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 386..405; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 954..974; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 981..1019; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",DOMAIN: The SEC7 domain is sufficient for nucleotide exchange activity.,DOMAIN 405..620; /note="SEC7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00189"; DOMAIN 844..1074; /note="PH",,REGION 17..39; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 113..158; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 311..405; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 954..1022; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1178..1198; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q07084,,COMPBIAS 678..712; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 505..647; /note="Response regulatory"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00169",,REGION 73..114; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 340..362; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 448..468; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 672..712; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q07350,,,,,,REGION 1..21; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,ZN_FING 66..96; /note="Matrin-type"
Q07381,,COMPBIAS 1..28; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 29..53; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 82..248; /note="Bms1-type G"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01051",,REGION 1..57; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
Q07418,,COMPBIAS 1..25; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 39..68; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..68; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 119..141; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 321..342; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
